user_id,own_bm25
2467,"[480014, 1036501, 916767, 1073150, 8090536]"
2468,"[480014, 860703, 833458, 891906, 1094924]"
2469,"[480014, 839094, 978965, 821464, 966358]"
2470,"[480014, 7168224, 906017, 948420, 1057350]"
2471,"[480014, 867668, 837012, 13008321, 903738]"
2472,"[480014, 1067820, 1117059, 1116207, 1136486]"
2474,"[480014, 938841, 905459, 1026209, 1125391]"
2475,"[480014, 925282, 7025114, 1070820, 7167687]"
2478,"[480014, 932949, 1019744, 1107289, 851515]"
2479,"[480014, 937737, 1040807, 979877, 9858794]"
2481,"[480014, 1029743, 934399, 890689, 915349]"
2482,"[480014, 989101, 1015247, 1088835, 1021116]"
2483,"[480014, 871279, 846241, 893802, 849843]"
2484,"[480014, 873964, 1108094, 878715, 5591038]"
2485,"[480014, 1024833, 893501, 964221, 1134483]"
2486,"[480014, 836393, 870780, 846907, 990984]"
2487,"[480014, 865026, 882109, 1039081, 891906]"
2488,"[480014, 911017, 899580, 964327, 883916]"
2489,"[480014, 9338009, 1088393, 938187, 1048727]"
2490,"[480014, 1017041, 954722, 888614, 1116376]"
2492,"[480014, 1089074, 6533765, 914577, 912004]"
2494,"[480014, 8119157, 1033046, 854261, 986187]"
2495,"[480014, 867931, 1067419, 906838, 1032512]"
2496,"[480014, 855672, 10285187, 992870, 7441210]"
2497,"[480014, 1066685, 896938, 1031864, 1135834]"
2498,"[480014, 1076580, 1100379, 1070820, 1126899]"
2499,"[480014, 1070820, 5570048, 6533889, 5568964]"
2500,"[480014, 859237, 1063739, 1065538, 951703]"
